ID;Test:1. nadala test (Punktid);Test:2. nadala test (Punktid);Test:3. nadala test (Punktid);Test:4. nadala test (Punktid);Test:5. nadala test (Punktid);Test:6. nadala test (Punktid);Test:7. nadala test (Punktid);Test:8. nadala test (Punktid);Test:9. nadala test (Punktid);Test:10. nadala test (Punktid);Test:11. nadala test (Punktid);Test:12. nadala test (Punktid);Test:13. nadala test (Punktid);Test:14. nadala test (Punktid);Test:15. nadala test (Punktid);Test:16. nadala test (Punktid);Videoloengud kokku (Punktid);VPL harjutus:1. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:2. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:3. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:4. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:5. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:7. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:8. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:9. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:10. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:11. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:13. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:14. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);VPL harjutus:15. nadala kodutoo (Punktid);VPL harjutus:Praktikumitoo esitamine (Punktid);Kodutood kokku (Punktid);ulesanne:Esita projekti kirjeldus (Punktid);ulesanne:Projekti algversioon (Punktid);ulesanne:Projekti loppversioon (Punktid);Projekt kokku (Punktid);Test:1. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:1. kontrolltoo programmide esitamine (Punktid);Test:1. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT jareltoo programmide esitamine (Punktid);Test:1. KT 5.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 5.01 lisajareltoo programmide esitamine (Punktid);Test:1. KT 25.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:1. KT 25.01 lisajareltoo programmide esitamine (Punktid);Test:2. kontrolltoo arvestuslik osa (Punktid);VPL harjutus:2. kontrolltoo programmide esitamine (Punktid);Test:2. KT jareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT jareltoo programmide esitamine (Punktid);Test:2. KT 6.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 6.01 lisajareltoo programmide esitamine (Punktid);Test:2. KT 26.01 lisajareltoo arvestuslik osa (Punktid);VPL harjutus:2. KT 26.01 lisajareltoo programmide esitamine (Punktid);Kontrolltood kokku (Punktid);Eksamile paas (Punktid);Test:8.01 eksami arvestuslik osa (Punktid);Test:8.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:8.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:14.01 eksami arvestuslik osa (Punktid);Test:14.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:14.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Test:27.01 eksami arvestuslik osa (Punktid);Test:27.01 eksami punktilise osa 1. ulesanne (Punktid);VPL harjutus:27.01 eksami punktilise osa 2. ja 3. ulesande esitamine (Punktid);Eksam kokku (Punktid);VPL harjutus:1. lisaulesanne 0 Muster (Punktid);VPL harjutus:2. lisaulesanne 0 Tekstispiraal (Punktid);VPL harjutus:3. lisaulesanne 0 Salasona (Punktid);VPL harjutus:4. lisaulesanne 0 Pakkimine (Punktid);VPL harjutus:5. lisaulesanne 0 Ristmik (Punktid);VPL harjutus:6. lisaulesanne 0 Laburint (Punktid);8. lisaulesanne 0 Loppkusitlus (Punktid);Praktikumide lisapunktid (Punktid);Projektikonkursi punktid (Punktid);Lisapunktid kokku (Punktid);VPL harjutus:Pokkerikate tuvastamise automaatkontroll (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Kontrolltoo harjutustest (Punktid);Test:Naidiseksami arvestuslik osa (Punktid);Test:Naidiseksami punktilise osa 1. ulesanne (Punktid);Kogutulemus (Punktid);Hinne (Punktid)
61;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.4;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;12.7;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.5;20.0;0.0;0.0;0.0;0.0;0.0;0.0;29.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;3;0.0;8;8.25;4;0.0;102.2;100.0
62;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.4;0.3;0.4;0.4;0.3;0.1;0.2;6.1;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;0.0;0.5;11.7;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39;1;1;9.5;15.5;0.0;0.0;0.0;0.0;0.0;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;0.0;4;5.2;92.77;92.77
63;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.0;0.5;0.5;0.5;0.4;0.5;12.2;0.0;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;39;1;0.0;0.0;0.0;1;10.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;1;2;0.0;3;0.0;8;9;4;9.2;101.2;100.0
64;0.5;0.3;0.4;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.4;0.4;6.82;0.5;0.5;0.2;0.5;0.3;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.3;0.5;11.2;1;5;5;10.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;1;17;0.0;0.0;0.0;0.0;0.0;0.0;34;1;1;9.6;17.5;0.0;0.0;0.0;0.0;0.0;0.0;27.1;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;8.5;90.1;90.1
65;0.5;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.4;0.4;0.3;6.91;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.5;0.5;0.0;0.5;0.5;0.4;0.0;0.4;0.0;0.5;0.0;8.8;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;39.5;1;1;9.6;18;0.0;0.0;0.0;0.0;0.0;0.0;27.6;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;9.2;93.81;93.81
66;0.5;0.4;0.4;0.5;0.4;0.5;0.5;0.4;0.3;0.2;0.3;0.2;0.4;0.4;0.4;0.0;5.82;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.5;12.5;1;5;5;10.0;1;14.5;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;32.5;1;1;9.2;13;0.0;0.0;0.0;0.0;0.0;0.0;22.2;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;8.5;3;10.0;84.0;84.0
67;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.5;0.5;0.5;0.4;0.4;7;0.5;0.4;0.5;0.5;0.3;0.5;0.3;0.5;0.5;0.5;0.5;0.0;0.3;0.5;0.2;0.5;0.0;0.5;0.0;0.0;0.5;0.0;0.3;0.5;0.0;0.5;8.8;1;5;4;9;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;38;1;1;9.9;12;0.0;0.0;0.0;0.0;0.0;0.0;21.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;9;0.0;0.0;84.7;84.7
68;0.5;0.5;0.4;0.5;0.5;0.0;0.5;0.5;0.4;0.4;0.3;0.0;0.4;0.3;0.3;0.2;5.46;0.5;0.5;0.5;0.5;0.2;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.3;0.0;11.2;1;4;5;9;1;0.0;0.0;13;0.0;0.0;0.0;0.0;0.0;7.5;0.0;0.0;1;7.5;0.0;0.0;20.5;1;0.0;0.0;0.0;1;7.8;14.5;0.0;0.0;0.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;7.5;2.75;0.0;68.46;68.46
69;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.4;0.4;0.4;0.5;0.4;0.5;0.3;0.1;6.66;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.4;0.0;5;5;10.0;1;17.25;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;37.25;1;1;9.9;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.4;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;7;7.5;2.25;9.6;97.71;97.71
70.0;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.2;0.1;0.1;0.0;0.0;0.0;3.35;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.0;0.0;0.0;0.0;0.3;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;0.0;7;1;5;5;10.0;1;10.5;0.0;0.0;0.9;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;9;21;1;1;9.7;12;0.0;0.0;0.0;1;7.7;11;18.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0;4;7.1;60.1;60.1
71;0.5;0.4;0.4;0.3;0.4;0.3;0.5;0.5;0.3;0.3;0.4;0.4;0.3;0.4;0.0;0.3;5.61;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.0;0.0;0.1;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.2;0.5;0.0;0.0;9.7;1;5;5;10.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;1;0.0;0.0;0.0;0.0;0.0;35;1;1;9.1;15.5;0.0;0.0;0.0;0.0;0.0;0.0;24.6;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0.0;2;0.0;7.5;7.8;4;8.5;86.91;86.91
72;0.5;0.5;0.0;0.0;0.5;0.4;0.4;0.5;0.5;0.0;0.0;0.1;0.3;0.4;0.0;0.0;4;0.5;0.5;0.5;0.5;0.0;0.0;0.0;0.5;0.3;0.4;0.2;0.5;0.5;0.5;0.4;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;9.3;1;5;5;10.0;1;11;0.0;0.0;0.0;0.0;0.0;5;0.0;0.5;0.0;0.0;1;8.5;0.0;0.0;13.5;1;0.0;0.0;0.0;1;4.9;0.0;1;6.7;9;15.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;8.25;3.5;8.5;52.5;52.5
73;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.4;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;12.8;1;5;5;10.0;1;16;0.0;0.0;0.0;0.0;0.0;0.0;1;16.5;0.0;0.0;0.0;0.0;0.0;0.0;32.5;1;1;9.4;16;0.0;0.0;0.0;0.0;0.0;0.0;25.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;8;4;8.5;88.7;88.7
74;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.2;0.0;0.0;0.0;5.79;0.5;0.5;0.2;0.5;0.5;0.5;0.2;0.3;0.0;0.5;0.4;0.5;0.0;0.5;0.0;0.5;0.2;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;7.3;1;5;3.5;8.5;1;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.5;1;0.0;0.0;0.0;0.0;0.0;33.5;1;1;9.7;10.0;0.0;0.0;0.0;0.0;0.0;0.0;19.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;6.6;4;10.0;75.79;75.79
75;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.4;0.5;0.4;0.4;0.3;0.4;6.8;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;0.0;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;37.5;1;1;9.7;19.5;0.0;0.0;0.0;0.0;0.0;0.0;29.2;2;0.0;2;0.0;0.0;0.0;1;2;0.0;7;0.0;8;0.0;3.5;0.0;103.5;100.0
76;0.5;0.0;0.4;0.2;0.2;0.3;0.4;0.4;0.0;0.0;0.5;0.0;0.4;0.1;0.1;0.3;3.7;0.5;0.0;0.5;0.3;0.5;0.5;0.3;0.4;0.3;0.2;0.3;0.5;0.1;0.5;0.3;0.4;0.0;0.5;0.2;0.5;0.5;0.5;0.2;0.5;0.0;0.5;9;0.0;5;5;10.0;1;8;0.0;0.0;0.0;17.5;0.0;0.0;0.0;13;1;0.0;0.0;0.0;0.0;0.0;30.5;1;1;7.7;11;0.0;0.0;0.0;0.0;0.0;0.0;18.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;9;4;10.0;71.9;71.9
77;0.5;0.4;0.4;0.4;0.5;0.3;0.4;0.5;0.4;0.3;0.4;0.1;0.4;0.2;0.2;0.0;5.34;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.5;0.5;0.4;0.5;0.3;0.5;0.2;0.0;0.0;0.5;0.2;0.5;0.0;0.5;0.1;0.0;9.4;1;5;5;10.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;1;13;0.0;0.0;0.0;0.0;0.0;0.0;31.5;1;1;7.2;4.5;0.0;0.0;0.0;0.0;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;7.75;4;9.1;68.94;68.94
78;0.5;0.5;0.4;0.4;0.4;0.4;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.0;6.69;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.0;0.0;10.3;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;0.0;0.0;0.0;1;10.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;8;4;0.0;96.99;96.99
79;0.0;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;6.99;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.0;0.5;11.6;1;5;5;10.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;38;1;1;10.0;17.5;0.0;0.0;0.0;0.0;0.0;0.0;27.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;9;4;9.1;94.1;94.1
80.0;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.5;0.5;0.5;0.4;0.5;0.4;0.3;0.4;7;0.5;0.5;0.5;0.5;0.5;0.0;0.3;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.0;0.3;0.5;0.3;0.5;0.4;0.5;10.6;0.0;5;5;10.0;1;9;0.0;18.5;0.0;0.0;0.0;0.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;33.5;1;0.0;0.0;0.0;1;8.4;13;0.0;0.0;0.0;21.4;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8.25;3.5;8.1;83.5;83.5
81;0.0;0.0;0.2;0.3;0.0;0.0;0.0;0.1;0.1;0.2;0.0;0.3;0.3;0.3;0.0;0.0;1.86;0.0;0.5;0.0;0.0;0.5;0.5;0.3;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.0;0.5;0.4;0.5;0.5;0.5;0.0;0.5;0.0;0.5;7.7;1;5;3;8;0.0;0.0;1;16.5;0.0;0.0;0.0;0.0;1;15;0.0;0.0;0.0;0.0;0.0;0.0;31.5;1;0.0;0.0;0.0;1;9.9;7.5;0.0;0.0;0.0;17.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.5;8.25;4;7.2;66.46;66.46
82;0.5;0.5;0.4;0.3;0.5;0.5;0.5;0.4;0.5;0.4;0.4;0.5;0.4;0.3;0.3;0.2;6.47;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.3;0.5;0.3;0.5;0.4;0.5;11.5;1;5;5;10.0;1;11;0.0;20.0;0.0;0.0;0.0;0.0;1;11;0.0;19;0.0;0.0;0.0;0.0;39;1;1;9.2;13;0.0;0.0;0.0;0.0;0.0;0.0;22.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;7.5;4;9.2;89.17;89.17
83;0.5;0.5;0.4;0.3;0.4;0.4;0.0;0.5;0.4;0.5;0.0;0.3;0.4;0.4;0.3;0.4;5.51;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.4;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.3;0.5;12.1;1;5;5;10.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;0.0;0.0;36.5;1;0.0;0.0;0.0;0.0;0.0;0.0;1;9.2;19.5;28.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;93.81;93.81
84;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.4;0.5;0.0;0.0;6.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.4;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.9;1;5;5;10.0;0.0;0.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;1;17.5;0.0;0.0;0.0;0.0;36.5;1;0.0;0.0;0.0;1;9.3;17;0.0;0.0;0.0;26.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;8;0.0;0.0;86.74;86.74
85;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.5;0.3;0.5;0.0;0.0;0.5;0.5;11.2;1;4;5;9;1;8;0.0;19.5;0.0;0.0;0.0;0.0;1;17.5;0.0;0.0;0.0;0.0;0.0;0.0;37;1;1;9.8;14.5;0.0;0.0;0.0;0.0;0.0;0.0;24.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;4;10.0;89.5;89.5
86;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.3;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.3;0.5;0.5;0.5;0.5;0.0;0.3;0.5;0.2;0.5;11.3;1;5;5;10.0;1;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12;1;0.0;0.0;0.0;0.0;0.0;24;1;1;9.9;9;0.0;0.0;0.0;0.0;0.0;0.0;18.9;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;7;9;4;10.0;72.2;72.2
87;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.4;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;13;1;5;5;10.0;1;19.5;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;39.5;1;1;9.6;18.5;0.0;0.0;0.0;0.0;0.0;0.0;28.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;2;0.0;6;8;4;9.1;99.6;99.6
88;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.4;0.5;0.4;0.5;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.0;0.4;0.0;0.5;0.0;0.5;0.0;0.5;0.5;0.3;0.0;0.4;0.5;10.0;1;5;5;10.0;1;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;18.5;0.0;0.0;0.0;0.0;36.5;1;0.0;0.0;0.0;1;10.0;19;0.0;0.0;0.0;29;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;9;3;9.1;93.5;93.5
89;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.4;0.4;0.0;7;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.0;0.0;10.8;1;5;5;10.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;1;20.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;1;1;9.5;15.5;0.0;0.0;0.0;0.0;0.0;0.0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0;0.0;0.0;92.8;92.8
90.0;0.4;0.0;0.3;0.4;0.4;0.2;0.4;0.4;0.4;0.0;0.0;0.2;0.4;0.0;0.0;0.0;3.5;0.5;0.0;0.0;0.5;0.5;0.5;0.3;0.5;0.5;0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.0;0.0;0.2;0.5;0.5;0.5;0.0;0.0;0.0;0.0;8;1;5;5;10.0;1;19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;16;0.0;0.0;0.0;0.0;35;1;0.0;0.0;0.0;1;9.8;4.5;0.0;0.0;0.0;14.3;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;0.0;0.0;3;4;71.8;71.8
91;0.5;0.5;0.5;0.4;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.3;7;0.5;0.5;0.5;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;12.8;1;5;5;10.0;1;10.8;0.0;0.0;0.0;19;0.0;0.0;0.0;13;1;0.0;0.0;0.0;0.0;0.0;32;1;1;9.4;11;0.0;0.0;0.0;0.0;0.0;0.0;20.4;2;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;3;0.0;7;9;4;10.0;85.2;85.2
92;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.0;7;0.5;0.0;0.5;0.5;0.4;0.5;0.5;0.5;0.3;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.4;0.5;0.5;0.5;12.1;1;5;5;10.0;1;15.75;0.0;0.0;0.0;0.0;0.0;0.0;1;14;0.0;0.0;0.0;0.0;0.0;0.0;29.75;1;1;8.2;12.5;0.0;0.0;0.0;0.0;0.0;0.0;20.7;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;1;0.0;8;8.5;3;10.0;80.6;80.6
93;0.5;0.4;0.4;0.3;0.3;0.3;0.5;0.3;0.3;0.3;0.4;0.3;0.3;0.4;0.1;0.0;5.1;0.5;0.5;0.5;0.5;0.3;0.5;0.4;0.5;0.1;0.5;0.3;0.5;0.3;0.5;0.0;0.5;0.2;0.0;0.2;0.5;0.5;0.5;0.5;0.5;0.0;0.5;9.8;1;5;5;10.0;0.0;6;1;16;0.0;0.0;0.0;0.0;0.0;9;0.0;13;1;0.0;0.0;0.0;29;1;0.0;0.0;0.0;0.0;8.2;2.5;1;5;1.5;6.5;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0;1;2;0.0;6;4.75;0.6;0.0;62.38;62.38
